股票名称,代码,今开,最高,最低,成交量,涨停,内盘,成交额,委比,流通市值,市盈率,每股收益,总股本,昨收,换手率,跌停,外盘,振幅,量比,总市值,高净率,每股净资产,流通股本
 法拉电子,600563,47.95,48,47, 1.57万手,52.67, 9596手, 7451.97万,22.55%, 107.30亿,27.78,0.43, 2.25亿,47.88,0.70%, non, 6093手,2.09%,0.51, 107.30亿,4.53,10.54, 2.25亿
 保变电气,600550,4.12,4.17,4.11, 3.11万手,4.55, 1.19万手, 1291.74万,-4.20%, 63.99亿, --,-0.04, 18.42亿,4.14,0.20%, non, 1.93万手,1.45%,0.49, 76.79亿,14.61,0.29, 15.35亿
 栖霞建设,600533,3.02,3.08,3.01, 4.23万手,3.33, 2.10万手, 1289.85万,-31.00%, 32.02亿, --,-0.01, 10.50亿,3.03,0.40%, non, 2.13万手,2.31%,0.3, 32.02亿,0.86,3.57, 10.50亿
 宏达矿业,600532,3.75,3.8,3.7, 11.56万手,4.16, 6.76万手, 4323.65万,-5.07%, 14.78亿, --,-0.03, 5.16亿,3.78,2.92%, non, 4.80万手,2.65%,1.69, 19.25亿,1.06,3.51, 3.96亿
 卓郎智能,600545,7.84,7.9,7.77, 1.58万手,8.65, 8349手, 1235.44万,-46.88%, 52.98亿,26.26,0.07, 18.95亿,7.86,0.23%, non, 7455手,1.65%,0.26, 148.60亿,6.42,1.22, 6.76亿
 豫光金铅,600531,4.52,4.54,4.47, 7.42万手,4.99, 4.50万手, 3341.18万,-0.18%, 49.28亿,27.96,0.04, 10.90亿,4.54,0.68%, non, 2.91万手,1.54%,0.34, 49.28亿,1.49,3.04, 10.90亿
 XD交大昂,600530,5.35,5.41,5.3, 1.83万手,5.89, 9937手, 976.82万,-36.16%, 42.04亿,33.94,0.04, 7.80亿,5.35,0.23%, non, 8344手,2.06%,0.24, 42.04亿,2.62,2.06, 7.80亿
 江南高纤,600527,2.4,2.44,2.4, 7.27万手,2.66, 4.32万手, 1760.68万,-21.77%, 29.24亿,56.54,0.02, 14.43亿,2.42,0.60%, non, 2.95万手,1.65%,0.14, 35.07亿,0.93,2.6, 12.03亿
 菲达环保,600526,5.72,5.82,5.72, 1.17万手,6.31, 4871手, 677.72万,-39.75%, 31.69亿,119.36,0.01, 5.47亿,5.74,0.21%, non, 6877手,1.74%,0.09, 31.69亿,1.35,4.29, 5.47亿
 新赛股份,600540,4.49,4.7,4.4, 36.32万手,5.08, 19.88万手, 1.65亿,40.64%, 21.38亿,201.91,0.01, 4.71亿,4.62,7.71%, non, 16.44万手,6.49%,3.99, 21.38亿,3.41,1.33, 4.71亿
 华海药业,600521,19.48,20.27,19.22, 14.67万手,20.53, 6.46万手, 2.90亿,-57.29%, 243.15亿,38.12,0.16, 12.51亿,18.66,1.19%, non, 8.21万手,5.63%,2.36, 246.79亿,4.08,4.84, 12.32亿
 亿晶光电,600537,3.25,3.26,3.22, 3.18万手,3.58, 1.72万手, 1028.50万,-13.39%, 38.35亿,179.73,0, 11.76亿,3.25,0.27%, non, 1.46万手,1.23%,0.19, 38.35亿,1.06,3.06, 11.76亿
 中天科技,600522,8.58,8.78,8.5, 32.50万手,9.42, 14.95万手, 2.81亿,-50.83%, 239.25亿,15,0.15, 30.66亿,8.56,1.19%, non, 17.55万手,3.27%,1.37, 268.59亿,1.5,5.85, 27.31亿
 文一科技,600520,16.18,16.71,16.06, 1.92万手,17.86, 8529手, 3150.48万,-15.34%, 26.06亿, --,-0.05, 1.58亿,16.24,1.21%, non, 1.07万手,4.00%,0.97, 26.06亿,6.08,2.7, 1.58亿
 贵州茅台,600519,691.88,694.77,684.2, 2.38万手,761.07, 1.40万手, 16.44亿,51.47%, 8632.34亿,27.38,12.55, 12.56亿,691.88,0.19%, non, 9815手,1.53%,1.02, 8632.34亿,9.24,74.35, 12.56亿
 天士力,600535,20.99,21.86,20.85, 11.48万手,23.06, 5.48万手, 2.48亿,-95.90%, 330.37亿,22.23,0.34, 15.13亿,20.96,0.76%, non, 6.00万手,4.82%,1.32, 330.37亿,2.61,8.35, 15.13亿
 中铁工业,600528,11.28,11.46,11.18, 13.80万手,12.45, 7.53万手, 1.56亿,34.67%, 206.56亿,19,0.15, 22.22亿,11.32,0.75%, non, 6.27万手,2.47%,0.11, 249.70亿,1.68,6.7, 18.38亿
 海航基础,600515,--, --, --, --,12.28, --, --, --, 185.07亿,18.86,0.15, 39.08亿,11.16, --, non, --, --, --, 436.09亿,1.35,8.24, 16.58亿
 山东药玻,600529,16.2,16.58,16.03, 2.19万手,17.82, 9650手, 3582.84万,-50.65%, 58.91亿,20.91,0.27, 4.25亿,16.2,0.61%, non, 1.23万手,3.40%,0.65, 69.48亿,1.49,10.99, 3.60亿
 方大炭素,600516,24.06,24.33,23.96, 26.51万手,26.42, 14.11万手, 6.40亿,-36.27%, 415.35亿,5.7,1.06, 17.89亿,24.02,1.54%, non, 12.39万手,1.54%,0.63, 432.17亿,3.69,6.54, 17.19亿
 国药股份,600511,24.63,25.48,24.63, 2.60万手,27.2, 1.30万手, 6536.21万,-25.56%, 69.77亿,18.91,0.33, 7.67亿,24.73,0.94%, non, 1.30万手,3.44%,1.15, 192.73亿,2.28,11, 2.78亿
 康美药业,600518,21.29,21.56,21.23, 7.13万手,23.5, 2.90万手, 1.53亿,-23.32%, 942.28亿,18.7,0.29, 49.74亿,21.36,0.16%, non, 4.23万手,1.54%,0.4, 1064.41亿,3.49,6.14, 44.03亿
 联环药业,600513,6.85,7.01,6.85, 1.95万手,7.56, 8353手, 1350.16万,-52.59%, 19.90亿,31.4,0.06, 2.85亿,6.87,0.68%, non, 1.11万手,2.33%,0.58, 19.90亿,2.23,3.13, 2.85亿
 黑牡丹,600510,5.81,5.87,5.75, 7287手,6.38, 2657手, 425.23万,-56.58%, 46.30亿,29.85,0.05, 10.47亿,5.8,0.09%, non, 4630手,2.07%,0.1, 60.94亿,0.8,7.28, 7.96亿
 天富能源,600509,4.67,4.72,4.56, 11.05万手,5.18, 6.74万手, 5110.82万,23.30%, 41.93亿,18.04,0.06, 11.51亿,4.71,1.22%, non, 4.31万手,3.40%,1.45, 53.31亿,0.81,5.71, 9.06亿
 上海能源,600508,11.13,11.13,10.96, 3.80万手,12.25, 2.23万手, 4195.66万,-22.16%, 79.72亿,5.85,0.47, 7.23亿,11.14,0.53%, non, 1.57万手,1.53%,0.41, 79.72亿,0.85,12.93, 7.23亿
 贵航股份,600523,8.92,9.06,8.81, 2.62万手,9.86, 1.10万手, 2350.13万,-6.94%, 36.40亿,79.54,0.04, 4.04亿,8.96,0.65%, non, 1.52万手,2.79%,0.16, 36.43亿,1.15,7.81, 4.04亿
 香梨股份,600506,--, --, --, --,14.49, --, --, --, 19.45亿, --,-0.01, 1.48亿,13.17, --, non, --, --, --, 19.45亿,7.04,1.87, 1.48亿
 方大特钢,600507,12.22,12.37,12.09, 17.98万手,13.44, 9.42万手, 2.19亿,32.96%, 160.99亿,7.89,0.42, 14.50亿,12.22,1.36%, non, 8.56万手,2.29%,1.5, 176.01亿,4.87,2.49, 13.26亿
 安徽水利,600502,4.57,4.62,4.51, 18.94万手,5.05, 10.18万手, 8644.47万,-38.33%, 41.80亿,18.01,0.08, 17.21亿,4.59,2.08%, non, 8.76万手,2.40%,0.56, 79.00亿,1.04,4.4, 9.11亿
 华丽家族,600503,3.85,3.94,3.85, 8.45万手,4.26, 4.28万手, 3289.17万,-22.12%, 62.33亿,161.99,0.01, 16.02亿,3.87,0.53%, non, 4.17万手,2.33%,0.25, 62.33亿,1.73,2.25, 16.02亿
 航天晨光,600501,7.12,7.21,7.1, 3.79万手,7.85, 1.61万手, 2715.18万,-26.55%, 30.29亿,453.29,0, 4.21亿,7.14,0.90%, non, 2.19万手,1.54%,1.6, 30.29亿,1.37,5.25, 4.21亿
 中化国际,600500,7.09,7.14,7.05, 4.92万手,7.82, 2.39万手, 3488.67万,-3.20%, 147.89亿,11.6,0.15, 20.83亿,7.11,0.24%, non, 2.53万手,1.27%,0.13, 147.89亿,1.33,5.34, 20.83亿
 置信电气,600517,3.8,3.82,3.75, 6.32万手,4.21, 4.64万手, 2392.45万,32.09%, 47.04亿, --,-0.05, 13.56亿,3.83,0.51%, non, 1.68万手,1.83%,0.61, 51.26亿,1.47,2.56, 12.45亿
 精工钢构,600496,3.2,3.24,3.15, 17.72万手,3.56, 11.43万手, 5652.24万,38.27%, 48.18亿,57,0.02, 18.10亿,3.24,1.17%, non, 6.30万手,2.78%,0.86, 57.75亿,1.21,2.64, 15.10亿
 驰宏锌锗,600497,4.99,5,4.92, 15.49万手,5.46, 8.23万手, 7668.94万,-36.58%, 213.77亿,15.59,0.08, 50.91亿,4.96,0.36%, non, 7.26万手,1.61%,0.21, 252.53亿,1.78,2.79, 43.10亿
 晋西车轴,600495,5.2,5.29,5.1, 51.19万手,5.79, 27.02万手, 2.66亿,4.17%, 62.34亿, --,-0.01, 12.08亿,5.26,4.24%, non, 24.17万手,3.61%,1.1, 62.34亿,2,2.57, 12.08亿
 凤竹纺织,600493,5.74,5.78,5.68, 9137手,6.31, 3781手, 523.69万,-24.44%, 15.69亿,66.62,0.02, 2.72亿,5.74,0.34%, non, 5356手,1.74%,0.16, 15.69亿,2.23,2.59, 2.72亿
 龙元建设,600491,7.96,8.22,7.92, 15.31万手,8.7, 6.97万手, 1.24亿,-16.81%, 76.76亿,14.33,0.17, 15.30亿,7.91,1.62%, non, 8.33万手,3.79%,1.02, 123.91亿,1.67,4.86, 9.48亿
 腾达建设,600512,2.56,2.62,2.53, 25.22万手,2.82, 13.65万手, 6481.59万,-18.48%, 39.36亿, --,-0.09, 15.99亿,2.56,1.64%, non, 11.57万手,3.52%,0.79, 40.93亿,0.89,2.87, 15.37亿
 长园集团,600525,8.21,8.32,8.12, 11.47万手,9.04, 5.55万手, 9431.51万,-77.36%, 103.60亿,33.84,0.06, 13.25亿,8.22,0.91%, non, 5.91万手,2.43%,1.39, 109.29亿,1.33,6.22, 12.56亿
 鹏欣资源,600490,--, --, --, --,9.54, --, --, --, 128.96亿,53.09,0.05, 21.12亿,8.67, --, non, --, --, --, 183.08亿,2.98,2.91, 14.87亿
 中金黄金,600489,6.67,6.85,6.65, 20.60万手,7.37, 11.17万手, 1.39亿,-5.28%, 231.57亿,100.06,0.02, 34.51亿,6.7,0.60%, non, 9.43万手,2.99%,0.47, 231.57亿,1.71,3.93, 34.51亿
 亨通光电,600487,22.3,23.04,22.27, 31.87万手,24.67, 12.96万手, 7.22亿,-84.29%, 427.50亿,22.7,0.35, 19.04亿,22.43,1.71%, non, 18.91万手,3.43%,0.94, 437.47亿,2.97,7.75, 18.60亿
 西昌电力,600505,4.9,4.98,4.84, 3.26万手,5.39, 1.58万手, 1603.43万,45.67%, 17.94亿,205.91,0.01, 3.65亿,4.9,0.89%, non, 1.68万手,2.86%,0.24, 17.94亿,1.7,2.89, 3.65亿
 信威集团,600485,--, --, --, --,16.05, --, --, --, 264.45亿, --,-0.17, 29.24亿,14.59, --, non, --, --, --, 426.57亿,4.5,3.24, 18.13亿
 福能股份,600483,7.85,7.92,7.54, 4.54万手,8.68, 3.51万手, 3481.53万,-33.75%, 96.77亿,14.14,0.14, 15.52亿,7.89,0.36%, non, 1.02万手,4.82%,1.29, 119.34亿,1.11,6.91, 12.58亿
 科达洁能,600499,6.11,6.11,5.94, 16.15万手,6.71, 10.36万手, 9725.51万,-62.68%, 85.25亿,13.35,0.11, 15.77亿,6.1,1.14%, non, 5.79万手,2.79%,0.41, 95.26亿,1.7,3.56, 14.11亿
 烽火通信,600498,30.55,31.14,30.24, 18.41万手,33.75, 8.59万手, 5.66亿,-63.01%, 319.77亿,61.96,0.13, 11.14亿,30.68,1.78%, non, 9.82万手,2.93%,2.63, 345.10亿,3.57,8.67, 10.32亿
 科力远,600478,4.39,4.43,4.35, 3.94万手,4.81, 1.25万手, 1732.89万,-23.32%, 61.21亿, --,-0.01, 14.70亿,4.37,0.28%, non, 2.69万手,1.83%,0.54, 64.67亿,3.12,1.41, 13.91亿
 双良节能,600481,3.21,3.25,3.19, 3.40万手,3.53, 1.03万手, 1097.86万,-48.54%, 52.50亿, --,-0.01, 16.36亿,3.21,0.21%, non, 2.37万手,1.87%,0.22, 53.00亿,2.57,1.26, 16.20亿
 杭萧钢构,600477,5.41,5.57,5.37, 42.73万手,6.08, 25.04万手, 2.33亿,-46.24%, 89.60亿,18.99,0.09, 17.87亿,5.53,2.61%, non, 17.69万手,3.62%,2.29, 97.74亿,2.48,2.2, 16.38亿
 湘邮科技,600476,16.4,16.89,16.23, 6.18万手,18.25, 3.32万手, 1.03亿,5.17%, 27.04亿, --,-0.04, 1.61亿,16.59,3.84%, non, 2.86万手,3.98%,3.26, 27.04亿,13.95,1.2, 1.61亿
 凌云股份,600480,9.08,9.16,9.01, 2.72万手,10, 1.32万手, 2477.64万,-53.92%, 32.99亿,15.34,0.15, 4.55亿,9.09,0.75%, non, 1.40万手,1.65%,0.33, 41.50亿,1.08,8.45, 3.62亿
 六国化工,600470,5,5.1,4.62, 99.63万手,5.64, 58.42万手, 4.79亿,-35.28%, 24.15亿, --,-0.04, 5.22亿,5.13,19.10%, non, 41.21万手,9.36%,6.73, 24.15亿,1.18,3.93, 5.22亿
 华光股份,600475,10.34,10.45,10.33, 7504手,11.43, 3996手, 778.88万,-16.49%, 14.60亿,9.69,0.27, 5.59亿,10.39,0.53%, non, 3507手,1.15%,0.12, 58.12亿,1.26,8.25, 1.40亿
 风神股份,600469,3.71,3.79,3.66, 2.77万手,4.11, 1.72万手, 1026.70万,-10.20%, 20.81亿, --,-0.18, 5.62亿,3.74,0.49%, non, 1.05万手,3.48%,0.5, 20.81亿,1.15,3.23, 5.62亿
 天药股份,600488,4.06,4.09,4.05, 1.10万手,4.47, 4992手, 448.50万,-23.10%, 39.11亿,41.38,0.02, 10.92亿,4.06,0.11%, non, 6029手,0.99%,0.1, 44.44亿,1.62,2.52, 9.61亿
 九有股份,600462,3.35,3.35,3.24, 13.47万手,3.67, 6.46万手, 4407.36万,65.01%, 17.67亿,919.29,0, 5.34亿,3.34,2.52%, non, 7.01万手,3.29%,1.14, 17.67亿,5.94,0.56, 5.34亿
 好当家,600467,2.45,2.64,2.44, 29.53万手,2.64, 21.00万手, 7702.48万,100.00%, 38.57亿,92.48,0.01, 14.61亿,2.4,2.02%, non, 8.54万手,8.33%,1.1, 38.57亿,1.28,2.06, 14.61亿
 洪城水业,600461,5.99,6.05,5.99, 1.37万手,6.61, 5585手, 824.43万,13.12%, 35.88亿,12.9,0.12, 7.90亿,6.01,0.23%, non, 8096手,1.00%,0.24, 47.69亿,1.44,4.18, 5.94亿
 士兰微,600460,11.97,12.14,11.88, 34.09万手,13.16, 14.88万手, 4.10亿,-22.91%, 150.53亿,83.08,0.07, 13.12亿,11.96,2.73%, non, 19.21万手,2.17%,2.56, 158.37亿,4.63,2.61, 12.47亿
 千金药业,600479,9.38,9.7,9.32, 1.86万手,10.36, 8043手, 1765.84万,-43.76%, 35.30亿,29.75,0.1, 4.19亿,9.42,0.51%, non, 1.05万手,4.03%,0.55, 40.39亿,1.76,5.48, 3.66亿
 宝钛股份,600456,14.26,14.34,14.14, 1.76万手,15.74, 1.06万手, 2510.02万,-7.37%, 61.57亿, --,-0.02, 4.30亿,14.31,0.41%, non, 7012手,1.40%,0.36, 61.57亿,1.8,7.94, 4.30亿
 空港股份,600463,7.02,7.31,7.02, 1.23万手,7.77, 6845手, 879.68万,-9.95%, 17.97亿,86.55,0.02, 3.00亿,7.06,0.49%, non, 5450手,4.11%,0.28, 21.39亿,1.52,4.69, 2.52亿
 百利电气,600468,5.88,5.95,5.75, 5.47万手,6.5, 3.32万手, 3197.72万,-54.10%, 47.19亿,72.14,0.02, 8.11亿,5.91,0.69%, non, 2.15万手,3.38%,1.68, 47.94亿,2.62,2.25, 7.98亿
 博通股份,600455,20.63,22.8,20.63, 6224手,22.87, 2559手, 1347.52万,-15.60%, 13.35亿, --,0, 6245.80万,20.79,1.00%, non, 3665手,10.44%,0.93, 13.35亿,10.4,2.05, 6245.80万
 华纺股份,600448,3.75,4.03,3.69, 32.09万手,4.13, 15.04万手, 1.24亿,-22.63%, 16.43亿,283.85,0, 5.25亿,3.75,7.60%, non, 17.05万手,9.07%,2.63, 20.42亿,1.41,2.76, 4.22亿
 中国动力,600482,18.12,18.28,17.93, 3.79万手,20, 2.54万手, 6857.22万,11.53%, 164.06亿,37.8,0.12, 17.34亿,18.18,0.42%, non, 1.25万手,1.93%,1.3, 313.00亿,1.19,15.17, 9.09亿
 蓝光发展,600466,5.45,5.65,5.45, 13.00万手,5.98, 6.13万手, 7232.98万,43.34%, 165.01亿,13.73,0.14, 29.84亿,5.44,0.44%, non, 6.87万手,3.68%,1.5, 165.64亿,1.16,4.78, 29.73亿
 包头铝业,600472,--, --, --, --, --, --, --, --, --, --, --, --, --, --, non, --, --, --, --, --, --, --
 瑞贝卡,600439,3.28,3.33,3.25, 14.45万手,3.62, 8.47万手, 4740.16万,-13.43%, 37.13亿,18.61,0.04, 11.32亿,3.29,1.28%, non, 5.98万手,2.43%,1.1, 37.13亿,1.39,2.36, 11.32亿
 片仔癀,600436,104.48,108.2,103.89, 5.13万手,114.28, 2.39万手, 5.47亿,-83.66%, 648.39亿,49.7,0.54, 6.03亿,103.89,0.85%, non, 2.73万手,4.15%,2.27, 648.39亿,14.61,7.36, 6.03亿
 通威股份,600438,6.64,6.66,6.47, 18.60万手,7.3, 10.67万手, 1.22亿,-28.41%, 183.09亿,19.93,0.08, 38.82亿,6.64,0.67%, non, 7.93万手,2.86%,1.54, 255.46亿,1.87,3.52, 27.82亿
 北方导航,600435,7.84,7.91,7.77, 7.12万手,8.61, 3.24万手, 5584.89万,-30.51%, 117.36亿, --,-0.01, 14.89亿,7.83,0.48%, non, 3.88万手,1.79%,0.44, 117.36亿,5.57,1.41, 14.89亿
 贵研铂业,600459,10.7,10.84,10.55, 2.41万手,11.86, 1.32万手, 2574.50万,4.39%, 36.27亿,45.49,0.08, 3.39亿,10.78,0.71%, non, 1.09万手,2.69%,0.17, 36.27亿,1.42,7.51, 3.39亿
 退市吉恩,600432,--, --, --, --,1.52, --, --, --, 22.13亿, --,-0.13, 16.04亿,1.38, --, non, --, --, --, 22.13亿,-2.49,-0.56, 16.04亿
 三元股份,600429,5.41,5.41,5.33, 1.20万手,5.9, 6897手, 642.64万,-3.87%, 47.70亿,56.81,0.02, 14.98亿,5.36,0.14%, non, 5070手,1.49%,0.32, 80.72亿,1.67,3.24, 8.85亿
 华鲁恒升,600426,18.84,19.1,18.58, 22.65万手,20.68, 11.85万手, 4.27亿,17.71%, 303.21亿,10.36,0.45, 16.20亿,18.8,1.40%, non, 10.79万手,2.77%,2.98, 304.30亿,3.04,6.19, 16.15亿
 青松建化,600425,3.61,3.67,3.5, 42.81万手,3.98, 25.00万手, 1.52亿,39.91%, 48.81亿,36.89,0.05, 13.79亿,3.62,3.10%, non, 17.81万手,4.70%,2.76, 48.81亿,1.19,2.98, 13.79亿
 昆药集团,600422,7.56,7.65,7.52, 2.70万手,8.28, 1.25万手, 2046.01万,1.80%, 51.30亿,18.14,0.1, 7.86亿,7.53,0.40%, non, 1.45万手,1.73%,0.35, 59.67亿,1.59,4.77, 6.76亿
 *ST柳化,600423,--, --, --, --,5.07, --, --, --, 19.29亿,59.6,0.02, 3.99亿,4.83, --, non, --, --, --, 19.29亿,39.21,0.12, 3.99亿
 涪陵电力,600452,18.24,18.68,18.23, 6266手,20.32, 4207手, 1156.72万,-62.74%, 41.40亿,16.77,0.77, 2.24亿,18.47,0.28%, non, 2058手,2.44%,0.91, 41.40亿,2.38,7.76, 2.24亿
 ST仰帆,600421,5.26,5.31,5.21, 3440手,5.51, 2188手, 180.41万,-57.40%, 10.23亿, --,-0.01, 1.96亿,5.25,0.18%, non, 1251手,1.90%,0.09, 10.23亿,230.7,0.02, 1.96亿
 国机通用,600444,11.18,11.27,10.93, 3038手,12.07, 1779手, 334.57万,-13.53%, 11.61亿, --,-0.02, 1.46亿,10.97,0.29%, non, 1259手,3.10%,0.17, 16.19亿,3.19,3.46, 1.05亿
 金证股份,600446,9.53,9.6,9.43, 6.00万手,10.45, 2.93万手, 5713.26万,-56.71%, 79.83亿, --,-0.03, 8.53亿,9.5,0.72%, non, 3.07万手,1.79%,0.37, 81.57亿,4.7,2.04, 8.35亿
 天润乳业,600419,14.68,14.94,14.65, 2.26万手,16.23, 1.08万手, 3353.93万,12.71%, 26.69亿,27.51,0.27, 2.07亿,14.75,1.26%, non, 1.18万手,1.97%,1.49, 30.88亿,1.78,8.35, 1.79亿
 宁夏建材,600449,9.5,9.64,9.37, 8.59万手,10.54, 5.14万手, 8148.72万,-28.74%, 45.52亿, --,-0.18, 4.78亿,9.58,1.80%, non, 3.45万手,2.82%,1.12, 45.52亿,1.02,9.3, 4.78亿
 现代制药,600420,10.55,10.7,10.47, 8.40万手,11.61, 4.60万手, 8891.41万,-7.79%, 61.46亿,16.27,0.16, 10.56亿,10.55,1.46%, non, 3.80万手,2.18%,2.91, 112.81亿,1.87,5.72, 5.75亿
 小商品城,600415,4.2,4.25,4.2, 6.63万手,4.64, 3.43万手, 2801.61万,-15.52%, 230.25亿,7.96,0.13, 54.43亿,4.22,0.12%, non, 3.20万手,1.18%,0.18, 230.25亿,1.94,2.18, 54.43亿
 三友化工,600409,8.31,8.4,8.24, 17.49万手,9.15, 8.25万手, 1.46亿,-0.05%, 169.71亿,9.81,0.21, 20.64亿,8.32,0.86%, non, 9.25万手,1.92%,0.91, 171.96亿,1.65,5.06, 20.37亿
 *ST安泰,600408,2.18,2.27,2.17, 11.15万手,2.28, 5.10万手, 2482.64万,-49.72%, 22.75亿,14.66,0.04, 10.07亿,2.17,1.11%, non, 6.05万手,4.61%,0.2, 22.75亿,3.14,0.72, 10.07亿
 湘电股份,600416,7.33,7.45,7.31, 4.27万手,8.13, 2.41万手, 3146.46万,-8.52%, 65.49亿, --,-0.19, 9.46亿,7.39,0.48%, non, 1.85万手,1.89%,0.52, 70.28亿,1.12,6.66, 8.81亿
 动力源,600405,4.78,4.81,4.76, 2.66万手,5.26, 1.31万手, 1272.87万,-21.49%, 26.61亿, --,-0.06, 5.62亿,4.78,0.48%, non, 1.35万手,1.05%,0.49, 27.03亿,2.04,2.36, 5.53亿
 大有能源,600403,4.34,4.34,4.24, 1.84万手,4.75, 1.11万手, 785.53万,13.01%, 102.09亿,8.78,0.12, 23.91亿,4.32,0.08%, non, 7319手,2.31%,0.28, 102.09亿,1.39,3.07, 23.91亿
 国电南瑞,600406,15.67,15.81,15.59, 5.04万手,17.26, 2.21万手, 7906.28万,21.57%, 345.20亿,190.17,0.02, 45.84亿,15.69,0.23%, non, 2.83万手,1.40%,0.4, 717.34亿,3.38,4.63, 22.06亿
 冠豪高新,600433,4.4,4.44,4.28, 7.36万手,4.86, 4.35万手, 3201.20万,-49.27%, 55.56亿,62.08,0.02, 12.71亿,4.42,0.58%, non, 3.02万手,3.62%,0.67, 55.56亿,2.17,2.01, 12.71亿
 中远海特,600428,3.9,4.06,3.85, 23.03万手,4.3, 11.84万手, 9128.46万,-46.73%, 67.11亿,108.28,0.01, 21.47亿,3.91,1.36%, non, 11.19万手,5.37%,0.66, 85.22亿,0.91,4.38, 16.90亿
 *ST抚钢,600399,--, --, --, --,5.77, --, --, --, 62.13亿, --,-0.02, 13.00亿,5.5, --, non, --, --, --, 71.50亿,-6.22,-0.88, 11.30亿
 红豆股份,600400,4.18,4.23,4.17, 2.56万手,4.6, 1.39万手, 1070.97万,-29.65%, 104.60亿,56.97,0.03, 25.33亿,4.18,0.10%, non, 1.17万手,1.44%,0.3, 106.14亿,1.65,2.53, 24.96亿
 *ST海润,600401,--, --, --, --,0.91, --, --, --, 41.11亿, --,-0.04, 47.25亿,0.87, --, non, --, --, --, 41.11亿,4.16,0.21, 47.25亿
 海澜之家,600398,10.38,10.6,10.18, 9.98万手,11.42, 5.90万手, 1.03亿,-12.31%, 463.20亿,10.24,0.25, 44.93亿,10.38,0.22%, non, 4.08万手,4.05%,1.6, 463.20亿,3.76,2.74, 44.93亿
 粤泰股份,600393,2.98,3.03,2.96, 9.19万手,3.28, 4.77万手, 2755.09万,-38.58%, 29.55亿,11.79,0.06, 25.36亿,2.98,0.93%, non, 4.41万手,2.35%,2.18, 75.83亿,1.25,2.38, 9.88亿
 金山股份,600396,2.34,2.35,2.31, 2.80万手,2.57, 1.35万手, 653.14万,-3.42%, 27.37亿,66.54,0.01, 14.73亿,2.34,0.24%, non, 1.46万手,1.71%,0.35, 34.61亿,1.28,1.84, 11.65亿
 盘江股份,600395,6.37,6.37,6.21, 8.93万手,7.02, 6.80万手, 5597.16万,74.20%, 103.44亿,9.4,0.17, 16.55亿,6.38,0.54%, non, 2.13万手,2.51%,0.28, 103.44亿,1.52,4.11, 16.55亿
 江山股份,600389,19.94,20.82,19.94, 2.33万手,22.11, 8248手, 4799.06万,-45.50%, 61.78亿,18.23,0.29, 2.97亿,20.1,0.79%, non, 1.51万手,4.38%,0.52, 61.78亿,3.74,5.56, 2.97亿
 江淮汽车,600418,5.77,5.81,5.72, 7.90万手,6.35, 5.19万手, 4551.76万,-42.74%, 109.24亿,13.04,0.11, 18.93亿,5.77,0.42%, non, 2.71万手,1.56%,0.6, 109.24亿,0.78,7.44, 18.93亿
 海越能源,600387,9.44,9.6,9.24, 6.38万手,10.4, 4.03万手, 5967.27万,-0.56%, 36.06亿,10.74,0.22, 4.66亿,9.45,1.65%, non, 2.35万手,3.81%,0.96, 43.55亿,1.66,5.63, 3.86亿
 北巴传媒,600386,3.86,3.89,3.83, 1.40万手,4.21, 4683手, 539.22万,-29.01%, 31.21亿,51.52,0.02, 8.06亿,3.83,0.17%, non, 9293手,1.57%,0.42, 31.21亿,1.7,2.27, 8.06亿
 山东金泰,600385,10.19,10.19,10.03, 2919手,11.21, 1807手, 294.48万,-47.65%, 14.42亿, --,-0.01, 1.48亿,10.19,0.20%, non, 1111手,1.57%,0.09, 14.96亿,26.86,0.38, 1.43亿
 金地集团,600383,8.8,9.1,8.8, 20.24万手,9.61, 8.89万手, 1.81亿,19.72%, 399.54亿,9.12,0.24, 45.15亿,8.74,0.45%, non, 11.36万手,3.43%,1.84, 399.54亿,0.96,9.18, 45.15亿
 青海春天,600381,7.45,7.46,7.36, 1.88万手,8.17, 9801手, 1395.97万,-25.36%, 15.74亿,25.19,0.07, 5.88亿,7.43,0.89%, non, 9041手,1.35%,0.38, 43.69亿,1.99,3.73, 2.12亿
 盛和资源,600392,10.1,10.19,9.99, 18.33万手,11.19, 10.61万手, 1.85亿,13.10%, 140.96亿,45.58,0.11, 17.55亿,10.17,1.31%, non, 7.72万手,1.97%,0.8, 177.27亿,3.46,2.92, 13.96亿
 健康元,600380,11.09,11.39,11.04, 13.65万手,12.19, 6.70万手, 1.53亿,-45.83%, 174.67亿,19.35,0.14, 15.73亿,11.08,0.87%, non, 6.95万手,3.16%,0.64, 174.75亿,2.31,4.82, 15.72亿
 航发科技,600391,14.06,14.29,14, 3.54万手,15.47, 1.61万手, 5005.73万,-53.77%, 46.91亿, --,-0.04, 3.30亿,14.06,1.07%, non, 1.93万手,2.06%,0.89, 46.91亿,2.64,5.38, 3.30亿
 宝光股份,600379,6.95,7.08,6.86, 7328手,7.63, 3230手, 511.41万,-75.84%, 16.63亿,86.65,0.02, 2.36亿,6.94,0.31%, non, 4098手,3.17%,0.23, 16.63亿,3.32,2.13, 2.36亿
